record_id,Make,Model,Damage,Defect,Loading,Maneuver,driverVehicle_id,Plate number,Vehicle type,Engine number,Chassis number,Classification,Insurance details,same
6f8d791b-cfed-44c6-9e1b-9141f9725e9a,TEN WHEELER  DUMP TRUCK,,,Brakes,,,6281d04b-a299-4f19-9936-8b9070e4c0fc,AFA 7932,Truck (Rigid),,,Private,,6f8d791b-cfed-44c6-9e1b-9141f9725e9a
6f8d791b-cfed-44c6-9e1b-9141f9725e9a,BAJAJ 100,,,,,,e33dab2a-c88a-40f3-8512-b84b477face8,110,Motorcycle,,,Private,,6f8d791b-cfed-44c6-9e1b-9141f9725e9a
6fa3c26b-8db4-46a2-912e-fee9731717ea,Sino Dump Truck,,Front,Brakes,,Going ahead,473f2a14-d853-40e1-b701-4cf13cdb0b1f,no,Truck (Unknown),,,Private,,6fa3c26b-8db4-46a2-912e-fee9731717ea
6fc66f87-5980-4da0-832f-2aac147b765f,TOYOTA VIOS,,,,,,0227dfc4-3021-46d6-8161-1c6487a359ca,ABC 123,SUV,,,Private,,6fc66f87-5980-4da0-832f-2aac147b765f
6fc66f87-5980-4da0-832f-2aac147b765f,,,,,,,e8863960-8b9b-4ec7-8622-499bdfc6959f,EFG 456,Truck (Pick-Up),,,Private,,6fc66f87-5980-4da0-832f-2aac147b765f
702a4d75-70aa-4237-953e-10139f892446,,,,,,,2bc1bd09-0a1a-4ff8-909d-5e1349dd65c9,04010673654,Motorcycle,,,Private,,702a4d75-70aa-4237-953e-10139f892446
702a4d75-70aa-4237-953e-10139f892446,mixer,,,,,,e7921784-61ee-42c1-8fb0-6bb1f40b33b2,URI-548,Truck (Articulated),,,Private,,702a4d75-70aa-4237-953e-10139f892446
7031cddb-c2ff-4e61-83d9-652dc4517730,ISUZU ,,,,,,ae3959d6-50ab-43ba-9369-2c506095cef7, temp. plate no. 120101,Truck (Unknown),8PE1-135946C,SKW464-3001820,Private,,7031cddb-c2ff-4e61-83d9-652dc4517730
7031cddb-c2ff-4e61-83d9-652dc4517730,Hino Truck,,,,,,4d1ec7e9-1dcb-4fa1-912c-7b3c2fcf06b1,PIT774,Truck (Unknown),J08EUG12338,FG8J1278,Private,,7031cddb-c2ff-4e61-83d9-652dc4517730
7031cddb-c2ff-4e61-83d9-652dc4517730,Toyota ,Fortuner,,,,,cf708be2-3250-4ffa-bf1d-28621a2d8f2e, LAF 8244,SUV,2GDC561057 ,,Private,,7031cddb-c2ff-4e61-83d9-652dc4517730
7071f560-2314-4a09-85c8-0052d99a77cf,,,,,,,fcf29176-14ef-4cad-943e-80b75119fe06,,,,,,,7071f560-2314-4a09-85c8-0052d99a77cf
7071f560-2314-4a09-85c8-0052d99a77cf,,,,,,,c46c3d96-c830-44eb-b2b7-d077155d97a3,,,,,,,7071f560-2314-4a09-85c8-0052d99a77cf
70e831dd-4482-4a4a-a0e1-0fccc2d92d36,FORTUNER,2013,Multiple,None,Other (see description),"""U"" turn",8390f25c-2aa0-4fd8-b282-2f2769b8c622,MFU 239,Car,2KDU163620,MHFZ69GX03053243,Private,,70e831dd-4482-4a4a-a0e1-0fccc2d92d36
70e831dd-4482-4a4a-a0e1-0fccc2d92d36,SNIPER 150 ,,Multiple,None,Other (see description),Going ahead,840ce6d7-5680-45bf-b4dd-880f3e96a3b6,0901-0398875 ,Motorcycle,,,Private,,70e831dd-4482-4a4a-a0e1-0fccc2d92d36
70e831dd-4482-4a4a-a0e1-0fccc2d92d36,RAIDER 150 ,,Multiple,None,Other (see description),Going ahead,f91bfd53-2a9d-457a-9950-acbc1935ac44,,Motorcycle,,,Private,,70e831dd-4482-4a4a-a0e1-0fccc2d92d36
71657d09-e5a1-47a3-9b24-2df421e6040f,XRM Honda,,Multiple,None,Legal,Going ahead,579c16d2-f388-462b-b34d-e553352d1558,,Motorcycle,,,Private,,71657d09-e5a1-47a3-9b24-2df421e6040f
71657d09-e5a1-47a3-9b24-2df421e6040f,Toyota Wigo,,Front,None,Legal,Merging,5685bb96-748f-417f-830e-4071bb18e2ed,ABL 1943,Car,,,Private,,71657d09-e5a1-47a3-9b24-2df421e6040f
7174e418-c818-4721-8499-2b17f7effdbd,,"Racal Motorcycle, blue,",,,,,4304818e-2ca7-4092-93e2-32d94e7deb37, without plate number attached,Motorcycle,,,Private,,7174e418-c818-4721-8499-2b17f7effdbd
7174e418-c818-4721-8499-2b17f7effdbd,,"Mitsubishi L300, gray,",,,,,eafcf619-0a7d-456c-ba21-a1d82e61f619," plate number DGN 343,",Car,,,Private,,7174e418-c818-4721-8499-2b17f7effdbd
72c726f0-9ce3-4a49-af68-b99d608565db,ISUZU,ISUZU WING VAN 2001,None,Brakes,Unsafe Load,Going ahead,533e63ff-a634-40fb-ae2e-b73c4625e204,GNE917,Van,,CXG18X-3000309,Private,,72c726f0-9ce3-4a49-af68-b99d608565db
73249ecf-f5fa-483a-bf2a-4025480a3fa8,Honda,RS,Multiple,None,Legal,Going ahead,5a9510aa-3a60-4f9a-b691-8795100c5e98,no plate,Motorcycle,,,Private,,73249ecf-f5fa-483a-bf2a-4025480a3fa8
73554d5e-9a63-48b4-b0cd-f63608646037,KAWASAKI,KAWASAKI BAJAJ ,None,None,,Going ahead,4f4eedda-7117-406d-a058-313c7217c8d6,,Motorcycle,,,Private,,73554d5e-9a63-48b4-b0cd-f63608646037
73fb7af1-e413-4730-bcff-31d3a3170b26,Toyota HiAce Commuter Van,2016,Front,None,Legal,Overtaking,7acc15ca-3a7f-4c09-b0cf-a171b9c5d2d2,1301-0598087,Van,1KD25888993,JTFJT02P700002048,Private,,73fb7af1-e413-4730-bcff-31d3a3170b26
7458573d-c310-401c-8b14-8bbc7efb5c17,,,,,,,37822b52-3c6f-472b-a071-cbcd5276257a,,Truck (Rigid),,,Private,,7458573d-c310-401c-8b14-8bbc7efb5c17
7458573d-c310-401c-8b14-8bbc7efb5c17,,,,,,,9ec39468-a5e5-4e9c-ac8c-ae8244d06259,,Motorcycle,,,Private,,7458573d-c310-401c-8b14-8bbc7efb5c17
754f6ca0-8b4a-43aa-bf9b-6d78ec3ae68d,kawasaki ,"barako, 175",,,,,ccb43305-7277-4cfd-96e3-a93f13a3103d,,Motorcycle,,,Private,,754f6ca0-8b4a-43aa-bf9b-6d78ec3ae68d
754f6ca0-8b4a-43aa-bf9b-6d78ec3ae68d,Honda,wave 100,,,,,c5058b58-3a5c-4153-8b6e-a5b514d4fb33,JQ 8746,Motorcycle,,,Private,,754f6ca0-8b4a-43aa-bf9b-6d78ec3ae68d
7586730d-280b-4757-b05b-40532056a766,,"Isuzu Dropside, 1999 model, ",,,,,4c27ca74-c7a9-420c-a6bb-321a78a04e2d,"Plate No. RND163, ",Car,"Engine No. 10PE1-175708, ",Chassis No. CYL81V2N-3000040 ,Private,,7586730d-280b-4757-b05b-40532056a766
759075dd-558f-484a-a0d2-6c6f9ea5342c,,,,,,,918732e5-ad98-415f-a379-215a262b772d,,Motorcycle,,,Private,,759075dd-558f-484a-a0d2-6c6f9ea5342c
759075dd-558f-484a-a0d2-6c6f9ea5342c,,,,,,,41710f0e-5a85-4f41-8ff7-971d5e033748,,,,,,,759075dd-558f-484a-a0d2-6c6f9ea5342c
761e02f5-6b83-4ce7-a859-35108d325fa6,,,,,,,6a10c561-8ef3-4819-9ca4-b4448a101815,ACC 8839,Bus,YC6L33020L33QAG00020,LA6R1HSL7GB400670,Public / For-Hire,,761e02f5-6b83-4ce7-a859-35108d325fa6
761e02f5-6b83-4ce7-a859-35108d325fa6,Elf Cargo Truck,,,,,Overtaking,6ceac9c6-2e3b-41b9-81a7-2b39635efeec,MAC 6346,Truck (Rigid),,,Private,,761e02f5-6b83-4ce7-a859-35108d325fa6
76b6fb1f-9494-4507-bf95-3b4b1479e253,,,,,,,a00f0d29-996c-45a3-b621-0168d191db7a,,Motorcycle,,,Private,,76b6fb1f-9494-4507-bf95-3b4b1479e253
76b6fb1f-9494-4507-bf95-3b4b1479e253,,,,,,,7d32ee75-1622-476a-8738-8c91aaeda886,,Truck (Unknown),,,Private,,76b6fb1f-9494-4507-bf95-3b4b1479e253
77003af5-fe5e-4700-b9ad-f38c9b6a35de,Mitsukoshi Rapido 110 ,,Front,None,,Going ahead,49232359-219c-456f-be1a-071bc5764637,no,Motorcycle,,,Private,,77003af5-fe5e-4700-b9ad-f38c9b6a35de
77003af5-fe5e-4700-b9ad-f38c9b6a35de,Passenger tricycle ,,Front,,,Going ahead,d95f99b2-5585-4cbc-8115-c55e47c86fcd,4223 EV,Tricycle,,,Private,,77003af5-fe5e-4700-b9ad-f38c9b6a35de
7747b703-060f-42ec-9708-e10b39316a4d,Motorstar ,,Multiple,None,,Going ahead,8b6fbf95-2658-4edb-b08e-dd2f516e9905,no,Motorcycle,,,Private,,7747b703-060f-42ec-9708-e10b39316a4d
7778d480-bcd2-418c-86bd-35bdc944ccba,SYM ,Bonus x 110,Multiple,,Legal,Going ahead,57544810-d157-4931-baa2-3b142cd59b0c,,Motorcycle,,,Private,,7778d480-bcd2-418c-86bd-35bdc944ccba
77adc950-ac0a-4bec-813b-af45b13a28a3,Honda,TMX,,,,Going ahead,8d987b09-0f2b-494f-9e38-f4a11ef98567,KE 9463,Motorcycle,KCO1E-079528PH,IM-973-101128,Private,,77adc950-ac0a-4bec-813b-af45b13a28a3
77adc950-ac0a-4bec-813b-af45b13a28a3,Utility Vehicle,,,,,Overtaking,de6c89ec-f4be-45f3-9f9b-e664c3ca9561,KVN 914,Jeepney, 4BE1- 139551,MAR-200321343-C,Public / For-Hire,,77adc950-ac0a-4bec-813b-af45b13a28a3
77c07aea-a3a8-4662-9778-52814e9a0c38,Honda,XRM 125,Front,None,Legal,Going ahead,d2edc793-0fb7-4f4c-bdc3-f5d0b566657f,XY 5093,Motorcycle,,,Private,,77c07aea-a3a8-4662-9778-52814e9a0c38
77c07aea-a3a8-4662-9778-52814e9a0c38,Suzuki,Raider 150,Front,None,Legal,Merging,d8b8342c-0007-4bd5-8d01-6537c91999ac,For registration,Motorcycle,,,Private,,77c07aea-a3a8-4662-9778-52814e9a0c38
781928de-9e59-419b-bf79-9a5f69015dff,Canter,Mini Dump Truck,None,None,Other (see description),Reversing,38578e90-1ac8-4069-aa92-b828095527ca,1201-373025,Truck (Unknown),4D33-D96725,FE517BD-42355,Private,,781928de-9e59-419b-bf79-9a5f69015dff
78e3af22-be4d-4191-bdd2-42a87366f8e9,Nissan,Almera ,,,,,caffeb05-2da8-4670-8757-6ddf30366532,FO A829,Car,HR15*946634D*,,Private,,78e3af22-be4d-4191-bdd2-42a87366f8e9
78e3af22-be4d-4191-bdd2-42a87366f8e9,Kawasaki ,150 Boxer,,,,,95f46e03-3f1b-4a47-8773-c93d4eea15f4,,Motorcycle,PFZWHE62717,MD2A21BY2HWE52142,Private,,78e3af22-be4d-4191-bdd2-42a87366f8e9
7932e102-7e57-454a-a035-effc4080014a,ISUZU DMAX ,,Front,None,,Going ahead,9303790a-deb1-403c-a8ff-48768f4bdfad,AAF9767 ,Truck (Pick-Up),,,Private,,7932e102-7e57-454a-a035-effc4080014a
79b9f65b-deb8-4882-b11f-4975969adc90,,,,,,,95bc8b1d-80a0-420b-82bf-6fe43ca65cf9,,,,,,,79b9f65b-deb8-4882-b11f-4975969adc90
7aae9ebc-a8f8-43e7-8cda-445376fedb27,Kawasaki Barako 175,,Front,None,,Going ahead,6d8c2125-32b5-4511-b7d6-f078f4839d48,no,Motorcycle,,,Private,,7aae9ebc-a8f8-43e7-8cda-445376fedb27
7aae9ebc-a8f8-43e7-8cda-445376fedb27,Toyota Hilux pick-up,,Front,None,,Overtaking,53c3ee0d-1071-4c3b-9a2a-50c2ff2a05cf,ABB 4215,Truck (Pick-Up),,,Private,,7aae9ebc-a8f8-43e7-8cda-445376fedb27
7b31bee3-c11e-4ac7-97c2-5254a6abb355,Unidentified,Unidentified,,,,,7e70044a-c0c5-4479-add8-bd4a41e8f48b,Unidentified,,Unidentified,Unidentified,,,7b31bee3-c11e-4ac7-97c2-5254a6abb355
7b31bee3-c11e-4ac7-97c2-5254a6abb355,,,,,,,6e48de07-1d28-493d-a4d4-9e7d9728cef1,,,,,,,7b31bee3-c11e-4ac7-97c2-5254a6abb355
7b63b58a-693f-46b4-a95e-83e9a0574e5b,TOYOTA,2017,Multiple,None,Legal,Cross traffic,7a1d11cc-61af-402f-b7a4-0f952d7dc160,TEMP. 100103,Van,1KD2667490,JTFJT02P5G5006760,Private,,7b63b58a-693f-46b4-a95e-83e9a0574e5b
7b7c8c37-3e04-4c05-b24b-4bc3f7deef4a,Honda 155  ,,Front,None,,Going ahead,700c07cd-387f-443a-a2e3-2daec9cd5c30,,Motorcycle,,,Private,,7b7c8c37-3e04-4c05-b24b-4bc3f7deef4a
7c10b2c0-9a5b-45c7-b736-378c0113aba3,Yamaha,Mio,Multiple,,Legal,Going ahead,ec6b1bf6-e0ec-465d-b9f4-71b8f88ecf73,TEMPORARY PLATE NUMBER,Motorcycle,,,Private,,7c10b2c0-9a5b-45c7-b736-378c0113aba3
7ca3d768-d8f5-4562-bed5-01032e83e91a,TOYOTA FORTUNER,2017,Rear,None,Legal,Going ahead,ce274843-5f09-4cc3-a5c9-b833684e44d0,NPA,SUV,2GDC15836,,Private,,7ca3d768-d8f5-4562-bed5-01032e83e91a
7ca3d768-d8f5-4562-bed5-01032e83e91a,FUSO TRACTOR HEAD,2006,Front,None,Legal,Going ahead,22a493c7-a62f-4f50-8813-bb4ab17c50aa,NPA,Van,8M21-010415,,Private,,7ca3d768-d8f5-4562-bed5-01032e83e91a
7e3648bc-6d9f-4c3b-a6a6-39ed13875517,Keeway,,Front,None,Legal,Going ahead,675ac322-10bd-45cb-8a55-62fa71fa07e2,,Motorcycle,,,Private,,7e3648bc-6d9f-4c3b-a6a6-39ed13875517
7e3648bc-6d9f-4c3b-a6a6-39ed13875517,Honda XRM 125,,Left,None,Legal,Left turn,86430187-f300-4d34-b4ac-c6c1dc134671,KP4975,Tricycle,,,Private,,7e3648bc-6d9f-4c3b-a6a6-39ed13875517
7e45530c-3984-4933-bb3f-e9cf17fa87a8,Kawasaki bajah,,Multiple,None,Legal,Overtaking,8592da7f-30c3-495c-a318-b21a3044e5a7,for registration,Motorcycle,,,Private,,7e45530c-3984-4933-bb3f-e9cf17fa87a8
7e45530c-3984-4933-bb3f-e9cf17fa87a8,Bajah kawasaki,,Rear,None,Legal,Going ahead,3619991d-9b82-4dc6-8f2c-8d4fdd9166ee,,Tricycle,,,Public / For-Hire,,7e45530c-3984-4933-bb3f-e9cf17fa87a8
7f1238de-36ef-427f-a7f4-137b970a0847,Kawasaki BAjaj CT100,,Front,None,Legal,Overtaking,1cd30c98-9e3b-4b41-b404-071722b7e174,None,Motorcycle,undetermined,MD2A18AY4HWE56500,Private,,7f1238de-36ef-427f-a7f4-137b970a0847
7f1238de-36ef-427f-a7f4-137b970a0847,Kawasaki Bajaj CT100,,Rear,None,Legal,,4af0b250-a779-41a3-95f9-6b1890916275,5095 MZ,Tricycle,undetermined,MD2A18AZOCW862866*,Private,,7f1238de-36ef-427f-a7f4-137b970a0847
80ccbc9a-38da-475d-bb47-d837436f6d77,,"Motoposh motorcycle,",,,,,7dea7100-c155-48c2-872b-ef403daa1b46," for registration, ",Motorcycle,,,Private,,80ccbc9a-38da-475d-bb47-d837436f6d77
80ccbc9a-38da-475d-bb47-d837436f6d77,,Yamaha Sight motorcycle,,,,,2c5f1654-c1f1-4192-8356-22dca331d567, for registration,Motorcycle,,,Private,,80ccbc9a-38da-475d-bb47-d837436f6d77
81c42c0d-7947-48af-b104-b935f3992ea5,Mitsubishi Canter,Mitsubishi Canter,,,,,91db30a5-451c-4937-b306-ae090c8e3a80,LFN 259,Truck (Rigid),4DR5-830044, FE301B-521254,Private,,81c42c0d-7947-48af-b104-b935f3992ea5
81c42c0d-7947-48af-b104-b935f3992ea5,Rusi Motorcycle,,,,,,912987fc-c579-4d1f-b433-6bc320c469e0,,Motorcycle,,,Private,,81c42c0d-7947-48af-b104-b935f3992ea5
81e76af8-adc4-4e72-986b-db9b5a8215b5,,,Multiple,None,Legal,Going ahead,282beb43-cfb4-4ab7-b72c-ca4ee7920106,ACN 810,Jeepney,,,Private,,81e76af8-adc4-4e72-986b-db9b5a8215b5
81e76af8-adc4-4e72-986b-db9b5a8215b5,Toyota,Galvanized,Front,None,,Going ahead,d83fd658-4ed1-4883-9704-187b6091f3f7,ACN810,Jeepney,,,Private,,81e76af8-adc4-4e72-986b-db9b5a8215b5
828db354-c73c-487e-94f3-f217e2779b97,Yamaha MC ,,Front,None,,Merging,737edabe-2e4a-44ef-9ff7-9d8a9ad4692f, LD 91619 ,Motorcycle,,,Private,,828db354-c73c-487e-94f3-f217e2779b97
828db354-c73c-487e-94f3-f217e2779b97,Honda MC ,,Rear,None,,Going ahead,5ae0356b-6744-403e-b238-20f9038f6bbb, LD 11342 ,Motorcycle,,,Private,,828db354-c73c-487e-94f3-f217e2779b97
828db354-c73c-487e-94f3-f217e2779b97,Bonggo truck ,,None,,,Merging,4e84d500-c75f-4549-94c9-e6caf0bf5f1b,no,Truck (Pick-Up),,,Private,,828db354-c73c-487e-94f3-f217e2779b97
82e3a58c-2ec0-43ff-a2eb-8a4113e91689,,,,,,,4c24772e-fcb0-47ee-bd6c-70bffb62a6d5,,Motorcycle,,,Private,,82e3a58c-2ec0-43ff-a2eb-8a4113e91689
833953b8-594a-448e-a280-f11e53b1cf06,,HI-Ace 2016,Front,,Legal,Going ahead,4a93128d-fb0f-4873-b19d-da471774c6c1,YX-8630,Van,1KD2590534,JTSJT02P8G5000970,Public / For-Hire,,833953b8-594a-448e-a280-f11e53b1cf06
833953b8-594a-448e-a280-f11e53b1cf06,,RUSI 110,Multiple,,Legal,Cross traffic,8d4a7cf7-a7e6-4db0-9567-fed66913ced6,FOR REGISTRATION,Motorcycle,RWI150FMG8F8OO997,RWCLXPGA6F98009976,Private,,833953b8-594a-448e-a280-f11e53b1cf06
8364258e-b9ab-4317-a4d1-eb3f191c4d03,Toyota ,Toyota AVANZA,Rear,None,Legal,Going ahead,3c9f618c-baeb-4b8a-a4cc-bcff0b2f11ef,,Car,INRF443706,MHKM5EE2FJK012190,Private,,8364258e-b9ab-4317-a4d1-eb3f191c4d03
8364258e-b9ab-4317-a4d1-eb3f191c4d03,Toyota ,Toyota Hilux 2.5L,Front,None,,Going ahead,7a5a8a8e-ae27-410d-a4da-97a283ac326d,KGG 150,Truck (Pick-Up),2DK5542212,MR0ER39G807542517,Private,,8364258e-b9ab-4317-a4d1-eb3f191c4d03
83a16c55-497e-49b0-a4cc-af23a5255ce0,Fuso Cargo Dropside,,,,,,c2f1735d-b296-4b35-98bc-5cd5cf62f096,RHP 420 ,Truck (Rigid),,,Private,,83a16c55-497e-49b0-a4cc-af23a5255ce0
83bde932-ff3d-475c-84d2-503922159a7e,,,,,,,ce90c959-1d3f-4758-aeb0-81b602f57883,,Motorcycle,,,,,83bde932-ff3d-475c-84d2-503922159a7e
83bde932-ff3d-475c-84d2-503922159a7e,,,,,,,11722645-7e57-4c60-9397-663e6c1cb85c,,Motorcycle,,,,,83bde932-ff3d-475c-84d2-503922159a7e
83bde932-ff3d-475c-84d2-503922159a7e,,,,,,,82aae955-0faa-412e-9ad6-457aa787ed46,UQY 410,Truck (Articulated),,,,,83bde932-ff3d-475c-84d2-503922159a7e
83d85cb0-d9b8-4553-9851-e480359c6770,HONDA CB 125,,Front,None,,Cross traffic,c5f59481-059f-4e7e-8a5d-e31d558dd5f6,no,Tricycle,,,Private,,83d85cb0-d9b8-4553-9851-e480359c6770
842588ef-cd8a-42dc-a9cd-c2134d7c2fee,Izusu,,Front,None,Other (see description),Going ahead,35be169d-5240-45ab-8013-917910a59db4,RCJ 417,Truck (Unknown),6WA1-113275,CYM50V2W-3000546 ,Private,,842588ef-cd8a-42dc-a9cd-c2134d7c2fee
842588ef-cd8a-42dc-a9cd-c2134d7c2fee,Kawasaki,CT100,Multiple,Multiple,Other (see description),Going ahead,befbe568-efb5-467f-b9a1-817f908b3230,For Registration,Motorcycle,DYYWJB44828,MD2A6BY1JWB59823,Private,,842588ef-cd8a-42dc-a9cd-c2134d7c2fee
846e9465-848b-43da-8246-f0d0360b30b2,skygo,,None,None,Legal,Going ahead,74362a9e-7f53-4b6d-a155-45719bca92b3,mc22851,Motorcycle,,lx8pcj503fe001545,Private,,846e9465-848b-43da-8246-f0d0360b30b2
84e49b60-bab5-480a-817b-e50dbe87b6e5,TEN WHEELER  DUMP TRUCK,,,,,,84573754-076d-4c0d-a2d6-6e4a582d5202,AFA 7932,Truck (Rigid),,,Private,,84e49b60-bab5-480a-817b-e50dbe87b6e5
84e49b60-bab5-480a-817b-e50dbe87b6e5,BAJAJ 100 ,,,,,,cd7c93b9-597f-40ee-8b81-b0b2bfbf77e6,110,Motorcycle,,,Private,,84e49b60-bab5-480a-817b-e50dbe87b6e5
85cc89b9-6522-48de-8063-ffd4caec04ec,Yamaha/Mio,,,,,,5448cca8-1564-4203-b08c-ff0497f8e99e,,Motorcycle,,,Private,,85cc89b9-6522-48de-8063-ffd4caec04ec
85cc89b9-6522-48de-8063-ffd4caec04ec,,,,,,,96875be5-b121-44cd-af9a-ac57660b15c1,,,,,,,85cc89b9-6522-48de-8063-ffd4caec04ec
85e7365a-8642-40e3-ac3f-1ae56f6397b3,Nissan,Urvan,,,,,60aae95e-1df6-4b59-bae8-2c7b0a57f4a3,100807,Van,,,Public / For-Hire,,85e7365a-8642-40e3-ac3f-1ae56f6397b3
868a59dc-bde7-4808-b1af-b9ea6a14e8e4,,,,,,,23fcc5f7-960f-40c2-a4e5-13b620a2962e,,Car,,,,,868a59dc-bde7-4808-b1af-b9ea6a14e8e4
868a59dc-bde7-4808-b1af-b9ea6a14e8e4,,,,,,,7f49be22-8487-4a01-9306-1abd696f3f39,,Motorcycle,,,,,868a59dc-bde7-4808-b1af-b9ea6a14e8e4
86986ce6-b08e-4d32-ba32-d66809e06a56,HONDA,HONDA WAVE 110,Right,None,Legal,Going ahead,501be3bb-ff99-4170-833b-866d279b9b3c,JA 13826,Motorcycle,,,Private,,86986ce6-b08e-4d32-ba32-d66809e06a56
86986ce6-b08e-4d32-ba32-d66809e06a56,Green Army Jeep,Green Army Jeep,Front,None,Legal,Overtaking,6e584207-37ce-4479-b633-767df1fe5a7b,,Jeepney,4MD40-DT4968,V16-0755200,Government,,86986ce6-b08e-4d32-ba32-d66809e06a56
8769b308-af6b-4e35-93d6-8c6201d50eae,,,Multiple,Multiple,Legal,Going ahead,709003df-8834-4e6d-a342-c45b4045200f,,Tricycle,,,Private,,8769b308-af6b-4e35-93d6-8c6201d50eae
899dbcba-a34d-4543-ae96-c2ee4e9c77cd,HONDA,HONDA WAVE,Front,None,Legal,Going ahead,a7250b95-9eb2-4f36-b929-147f96de5a72,,Motorcycle,,,Private,,899dbcba-a34d-4543-ae96-c2ee4e9c77cd
899dbcba-a34d-4543-ae96-c2ee4e9c77cd,,,Left,None,Legal,Left turn,671a3e8d-5710-4d7f-a08d-efadf4755b5e,temporary plate # 090110,Tricycle,DYYWJC55289,MD2A76BY4JWC70415,Private,,899dbcba-a34d-4543-ae96-c2ee4e9c77cd
89a8eb94-c860-4d79-8337-574ed4cffc29,skygo,hero,Front,Multiple,Legal,Overtaking,9274931f-f761-4c5f-8b94-31e7172676b6,090103,Motorcycle,1PS2FMIH15597155,LX8XCJTB3HA009207,Private,,89a8eb94-c860-4d79-8337-574ed4cffc29
89a8eb94-c860-4d79-8337-574ed4cffc29,yamaha,mio sporty,Multiple,Multiple,Overloaded,Going ahead,5c7f0f9b-e5fd-4a2f-8902-f3fd883bb72d,3321 Ji,Motorcycle,40C1012596,PA010C00015343,Private,,89a8eb94-c860-4d79-8337-574ed4cffc29
89e2872f-a996-44fe-b126-28c776f0ce6f,HOWO DUMP TRUCK,,Multiple,None,,Sudden stop,6d9b63fd-291d-493a-abda-64dc643481cc,no plate,Truck (Unknown),,,Private,,89e2872f-a996-44fe-b126-28c776f0ce6f
89e2872f-a996-44fe-b126-28c776f0ce6f,CLOSED VAN ,,Multiple,None,,Going ahead,ace2678c-a44b-4d74-89ef-a52920bd06e3,RCB-533 ,Truck (Unknown),,,Private,,89e2872f-a996-44fe-b126-28c776f0ce6f
89e2872f-a996-44fe-b126-28c776f0ce6f,,,None,None,,Going ahead,14987388-5739-4a86-a378-8ab5b9de3300,no plate,Motorcycle,,,Private,,89e2872f-a996-44fe-b126-28c776f0ce6f
8a9f3c19-bc52-40ca-8c29-c0d5a65a170e,,Jeepney bearing ,,,,,6cebf93e-ab75-45c0-8487-876e11cb8539,"no plate, engine no. chassis no.,CRno,dated, OR no",Jeepney,,,Private,,8a9f3c19-bc52-40ca-8c29-c0d5a65a170e
8ad30d2a-413d-4e1b-948d-01783758ff2c,KAWASAKI BAJAJ RE TRIKE ,,,,,,9d7591f5-2864-41f4-a500-d8abe68fcdbe,,Tricycle,,,Private,,8ad30d2a-413d-4e1b-948d-01783758ff2c
8ad30d2a-413d-4e1b-948d-01783758ff2c,HYUNDAI ,REINA ,,,,,61f75313-1582-4baf-80de-916c1204558a,KAD 3767,Car,,,Private,,8ad30d2a-413d-4e1b-948d-01783758ff2c
8ad5eb70-a42d-409c-bc2e-44146bfb0beb,Racal,Racal,Multiple,None,Legal,Going ahead,7628a651-8d28-42f7-8e17-bec63f647b71,AC 60554,Motorcycle,not indicated in the report,not indicated in the report,Private,not indicated in the report,8ad5eb70-a42d-409c-bc2e-44146bfb0beb
8ad5eb70-a42d-409c-bc2e-44146bfb0beb,Toyota,Toyota Hi-Ace,None,None,Legal,Overtaking,ed557d5e-20b3-4ced-9196-c548631ac97e,NBF 4906 ,Van,not indicated in the report,not indicated in the report,,not indicated in the report,8ad5eb70-a42d-409c-bc2e-44146bfb0beb
8b6ceb33-9efe-474e-8f78-2d80609904e6,SKYGO,SKYGO,Multiple,None,,Going ahead,ec4e1a69-5935-4d2d-931e-16145688c526,JA 38318,Motorcycle,,,Private,,8b6ceb33-9efe-474e-8f78-2d80609904e6
8b6ceb33-9efe-474e-8f78-2d80609904e6,ISUZU,,Front,None,Legal,Going ahead,0f2e26c2-a3b5-4e84-b369-d2c359c89739,JBN 964,Truck (Rigid),,,Private,,8b6ceb33-9efe-474e-8f78-2d80609904e6
8c09854a-8183-40ed-994f-76b2a5003ca2,Bongo,,Front,None,Legal,Going ahead,2db100de-9669-4ea0-952a-a8814bbc398a,120109,Truck (Pick-Up),,,Private,,8c09854a-8183-40ed-994f-76b2a5003ca2
8c09854a-8183-40ed-994f-76b2a5003ca2,KTM Racing 390 duke ,,Multiple,None,Legal,Left turn,c028d8e0-cd19-4fb5-89e3-04917719b051,,Motorcycle,,,Private,,8c09854a-8183-40ed-994f-76b2a5003ca2
8cd9b050-4eff-4088-b020-7cff02b81ddb,Kawasaki ,CT100 Bajaj ,,,,,daa47b28-6d9e-4ed0-b851-78e87bd41f48,339,Motorcycle,,MD2476BY8JWA57578,Private,,8cd9b050-4eff-4088-b020-7cff02b81ddb
8cd9b050-4eff-4088-b020-7cff02b81ddb,"10 Wheelers, Flatbed Truck",,,,,Parked on road,ee27b0e8-e854-49b1-b683-18d869fe0668,YEH541,Truck (Rigid),,,Private,,8cd9b050-4eff-4088-b020-7cff02b81ddb
8d3ed4e6-14b8-40a4-8827-be60b6cf3ccc,,red Honda Click motorcycle ,,,,,e8fc43d4-f0ac-4108-8da9-6a8303035668,"bearing plate No. EC 71373, OR and CR not yet presented",Car,,,Private,,8d3ed4e6-14b8-40a4-8827-be60b6cf3ccc
